fname,labels,singled
15486705.wav,Motorcycle,True
fb52199b.wav,Motorcycle,True
d703eae1.wav,Motorcycle,True
895184e1.wav,Motorcycle,True
021058f5.wav,Motorcycle,True
9f8da2bb.wav,Motorcycle,True
31fecbba.wav,Motorcycle,True
8f323275.wav,Motorcycle,True
f066078a.wav,Motorcycle,True
1aec0aea.wav,Motorcycle,True
035a9a77.wav,Motorcycle,True
ce49c2fb.wav,Motorcycle,True
e1205625.wav,Motorcycle,True
049998bc.wav,Motorcycle,True
10054e90.wav,Motorcycle,True
7abc26a1.wav,Motorcycle,True
2e2e4809.wav,Motorcycle,True
c4c784f3.wav,Motorcycle,True
f35644ef.wav,Motorcycle,True
8bfd107c.wav,Motorcycle,True
15486705.wav,Motorcycle,True
62518ed3.wav,Motorcycle,True
dff8d028.wav,Motorcycle,True
8984c505.wav,Motorcycle,True
15486705.wav,Motorcycle,True
78bdc010.wav,Motorcycle,True
c9d29746.wav,Motorcycle,True
013a1712.wav,Motorcycle,True
c1e8ab94.wav,Motorcycle,True
1bb3fcbd.wav,Raindrop,True
d4407641.wav,Raindrop,True
4b87d5d6.wav,Raindrop,True
411aedec.wav,Raindrop,True
550a11b3.wav,Raindrop,True
550a11b3.wav,Raindrop,True
b559119b.wav,Raindrop,True
9d8f0dc5.wav,Raindrop,True
f683db6f.wav,Raindrop,True
1dee3a82.wav,Raindrop,True
9b2c74db.wav,Raindrop,True
b9469fad.wav,Raindrop,True
bde5800e.wav,Raindrop,True
a6631a37.wav,Raindrop,True
2b66b5ca.wav,Raindrop,True
b4a33aa6.wav,Raindrop,True
e0e11291.wav,Raindrop,True
c714bcc6.wav,Raindrop,True
eae5b324.wav,Raindrop,True
595247ec.wav,Raindrop,True
d210e8c1.wav,Raindrop,True
9343e1fd.wav,Raindrop,True
d57ecb00.wav,Raindrop,True
ac3215cd.wav,Raindrop,True
e0c8722b.wav,Raindrop,True
58100712.wav,Raindrop,True
ed2577b3.wav,Raindrop,True
ab91b867.wav,Raindrop,True
8ec62844.wav,Raindrop,True
bc6d2877.wav,Raindrop,True
021698f6.wav,Raindrop,True
6bdb5cb2.wav,Raindrop,True
73a8178b.wav,Raindrop,True
aa60919b.wav,Raindrop,True
f7e6cfc1.wav,Raindrop,True
997c865e.wav,Raindrop,True
8ec62844.wav,Raindrop,True
f09bb74a.wav,Raindrop,True
550a11b3.wav,Raindrop,True
218f3d02.wav,Raindrop,True
abde53db.wav,Raindrop,True
36662b54.wav,Raindrop,True
e6f93bdc.wav,Raindrop,True
cf34e2d8.wav,Raindrop,True
d59639b7.wav,Raindrop,True
1b224a83.wav,Raindrop,True
28250f45.wav,Raindrop,True
bea1b121.wav,Raindrop,True
6f27c5ef.wav,Raindrop,True
7b3b1606.wav,Raindrop,True
4d335487.wav,Bass_guitar,True
7ec2c74a.wav,Bass_guitar,True
f242a86a.wav,Bass_guitar,True
1a4930f4.wav,Bass_guitar,True
10038999.wav,Bass_guitar,True
58f66775.wav,Bass_guitar,True
1a4930f4.wav,Bass_guitar,True
34b7432a.wav,Bass_guitar,True
ac12ea2e.wav,Bass_guitar,True
8ff819e0.wav,Bass_guitar,True
90f1003d.wav,Bass_guitar,True
c7ac7e08.wav,Bass_guitar,True
61fd638c.wav,Bass_guitar,True
6607e416.wav,Bass_guitar,True
04709b68.wav,Bass_guitar,True
6a6fa998.wav,Bass_guitar,True
5543f8a9.wav,Bass_guitar,True
a53a567f.wav,Bass_guitar,True
47528ba5.wav,Bass_guitar,True
5cc3aafa.wav,Bass_guitar,True
303e584e.wav,Bass_guitar,True
64f28637.wav,Bass_guitar,True
e75397be.wav,Bass_guitar,True
04866d25.wav,Bass_guitar,True
5c06b9ae.wav,Bass_guitar,True
b80bc2fd.wav,Bass_guitar,True
d2baa09a.wav,Bass_guitar,True
6abd907f.wav,Bass_guitar,True
e6241f94.wav,Bass_guitar,True
293f2d24.wav,Bass_guitar,True
854e6429.wav,Bass_guitar,True
b80bc2fd.wav,Bass_guitar,True
8ad8bdd7.wav,Bass_guitar,True
ab0edd8b.wav,Bass_guitar,True
82ea3cf0.wav,Bass_guitar,True
41c3c828.wav,Bass_guitar,True
55a172ec.wav,Bass_guitar,True
8bafac77.wav,Bass_guitar,True
ee6ae66f.wav,Bass_guitar,True
103e787a.wav,Bass_guitar,True
b1f8732e.wav,Bass_guitar,True
2440f8df.wav,Bass_guitar,True
12ff7a41.wav,Bass_guitar,True
685d1d71.wav,Bass_guitar,True
4bbb94ea.wav,Bass_guitar,True
21701426.wav,Bass_guitar,True
64f28637.wav,Bass_guitar,True
b4721aed.wav,Bass_guitar,True
82ea3cf0.wav,Bass_guitar,True
1a4930f4.wav,Bass_guitar,True
8faca911.wav,Harmonica,True
eacf49f1.wav,Harmonica,True
03e1fbba.wav,Harmonica,True
88f7f224.wav,Harmonica,True
1fb3f7be.wav,Harmonica,True
74ef4a93.wav,Harmonica,True
e2ed3832.wav,Harmonica,True
84b5a22d.wav,Harmonica,True
4910546d.wav,Harmonica,True
627faf68.wav,Harmonica,True
f13ae3d3.wav,Harmonica,True
ed882401.wav,Harmonica,True
d1c51ae5.wav,Harmonica,True
b441c47a.wav,Harmonica,True
ddf33c63.wav,Harmonica,True
01749ae3.wav,Harmonica,True
95a1a0a9.wav,Harmonica,True
74ef4a93.wav,Harmonica,True
41e06ab4.wav,Harmonica,True
e2ed3832.wav,Harmonica,True
b03ca811.wav,Harmonica,True
8810ad03.wav,Harmonica,True
8810ad03.wav,Harmonica,True
b03ca811.wav,Harmonica,True
96733f36.wav,Harmonica,True
407a4971.wav,Harmonica,True
f63f3e1c.wav,Harmonica,True
9a6c6135.wav,Harmonica,True
1412e4b1.wav,Harmonica,True
2027b125.wav,Harmonica,True
3bf038c0.wav,Harmonica,True
2bff2d07.wav,Harmonica,True
36c50cf6.wav,Harmonica,True
9c66766b.wav,Harmonica,True
db6a49dc.wav,Harmonica,True
1fb3f7be.wav,Harmonica,True
0020becb.wav,Harmonica,True
ebc49e88.wav,Harmonica,True
eacf49f1.wav,Harmonica,True
db6a49dc.wav,Harmonica,True
de968ea4.wav,Harmonica,True
9444e0af.wav,Harmonica,True
f13ae3d3.wav,Harmonica,True
2a9cf91d.wav,Harmonica,True
5e4d29e8.wav,Harmonica,True
b019a385.wav,Harmonica,True
97f96db0.wav,Harmonica,True
ea67c947.wav,Harmonica,True
9f53bb30.wav,Harmonica,True
bbc16acb.wav,Harmonica,True
2057cbe9.wav,Slam,True
83f7db98.wav,Slam,True
08d69a95.wav,Slam,True
01f7023f.wav,Slam,True
5ff060cb.wav,Slam,True
455738f8.wav,Slam,True
7570e0d0.wav,Slam,True
1becf916.wav,Slam,True
f6804c02.wav,Slam,True
70d0fb18.wav,Slam,True
c8b90af5.wav,Slam,True
3d00dce6.wav,Slam,True
455738f8.wav,Slam,True
4e267f3c.wav,Slam,True
83774a54.wav,Slam,True
ce265212.wav,Slam,True
4e577c91.wav,Slam,True
c97a896e.wav,Slam,True
d3f84da3.wav,Slam,True
1ca9b2f8.wav,Slam,True
2e8c5374.wav,Slam,True
4c9c267e.wav,Slam,True
e0d8fe87.wav,Slam,True
6939815c.wav,Slam,True
75e59cd5.wav,Slam,True
75e59cd5.wav,Slam,True
a7e030a9.wav,Slam,True
0e92f24d.wav,Slam,True
3c044a6d.wav,Slam,True
913623c6.wav,Slam,True
5ff060cb.wav,Slam,True
5362b353.wav,Slam,True
c241472e.wav,Slam,True
7247a84e.wav,Slam,True
9747b684.wav,Slam,True
a8a57dac.wav,Slam,True
4e577c91.wav,Slam,True
bf3b8ad4.wav,Slam,True
804e99a1.wav,Slam,True
3d00dce6.wav,Slam,True
e19dee21.wav,Slam,True
8acd40ed.wav,Slam,True
08d69a95.wav,Slam,True
1937c1ee.wav,Slam,True
6939815c.wav,Slam,True
29dc9519.wav,Slam,True
f68cc916.wav,Slam,True
74522262.wav,Slam,True
7570e0d0.wav,Slam,True
eaf4ba53.wav,Slam,True
8372c0be.wav,Scissors,True
b68b7de2.wav,Scissors,True
6ccbdbe8.wav,Scissors,True
904764ce.wav,Scissors,True
bede066f.wav,Scissors,True
08d8b492.wav,Scissors,True
14cd0039.wav,Scissors,True
951a9f14.wav,Scissors,True
fa055d45.wav,Scissors,True
b526e3e0.wav,Scissors,True
4ddade8d.wav,Scissors,True
93e0b3ed.wav,Scissors,True
bede066f.wav,Scissors,True
0e647393.wav,Scissors,True
d341bd39.wav,Scissors,True
fa055d45.wav,Scissors,True
70070bd3.wav,Scissors,True
be543d03.wav,Scissors,True
d36c3731.wav,Scissors,True
c1e3ff38.wav,Scissors,True
3492358d.wav,Scissors,True
5cf9a787.wav,Scissors,True
3492358d.wav,Scissors,True
54a3c2d4.wav,Scissors,True
6ccbdbe8.wav,Scissors,True
08d8b492.wav,Scissors,True
0200b7fb.wav,Scissors,True
58c71ee7.wav,Scissors,True
7619bfff.wav,Scissors,True
1e84a36b.wav,Scissors,True
6906ca2c.wav,Scissors,True
4cdd71a7.wav,Scissors,True
1070ad4d.wav,Scissors,True
14cd0039.wav,Scissors,True
4d63bd65.wav,Scissors,True
fd8df321.wav,Scissors,True
6cd295a0.wav,Scissors,True
6906ca2c.wav,Scissors,True
db0dd229.wav,Scissors,True
a24311f6.wav,Scissors,True
c49e68b4.wav,Scissors,True
f994dd7a.wav,Scissors,True
c49e68b4.wav,Scissors,True
93e0b3ed.wav,Scissors,True
1bf9d9d1.wav,Scissors,True
33390409.wav,Scissors,True
8d54b80a.wav,Scissors,True
35a380b3.wav,Scissors,True
2323ff0c.wav,Scissors,True
6e69824b.wav,Scissors,True
6ea031f0.wav,Crackle,True
53883d36.wav,Crackle,True
d7ab3431.wav,Crackle,True
c97233e1.wav,Crackle,True
50648f2e.wav,Crackle,True
8c3fa233.wav,Crackle,True
09e1a4ad.wav,Crackle,True
72325421.wav,Crackle,True
f5f1e2da.wav,Crackle,True
cfbc953e.wav,Crackle,True
67841283.wav,Crackle,True
c4f38929.wav,Crackle,True
6023112d.wav,Crackle,True
2a3a482d.wav,Crackle,True
8c243282.wav,Crackle,True
c00e037d.wav,Crackle,True
3bcec1c3.wav,Crackle,True
34cd683a.wav,Crackle,True
803a79ba.wav,Crackle,True
e3ea4c6e.wav,Crackle,True
8e2e66c3.wav,Crackle,True
61308736.wav,Crackle,True
2b133d28.wav,Crackle,True
dd2c49d4.wav,Crackle,True
50648f2e.wav,Crackle,True
5ec5db7d.wav,Crackle,True
8e2e66c3.wav,Crackle,True
469739dc.wav,Crackle,True
4762d068.wav,Crackle,True
4208f012.wav,Crackle,True
0d13180b.wav,Crackle,True
b157987e.wav,Crackle,True
d94bcfa5.wav,Crackle,True
1f0cc6bd.wav,Crackle,True
372028b2.wav,Crackle,True
10592b68.wav,Crackle,True
98f60bd1.wav,Crackle,True
9522fa35.wav,Crackle,True
98f9e439.wav,Crackle,True
abcaee7e.wav,Crackle,True
7a31b215.wav,Crackle,True
78f56b27.wav,Crackle,True
0168bf88.wav,Crackle,True
42e2b3fb.wav,Crackle,True
8e2e66c3.wav,Crackle,True
cc49a22a.wav,Crackle,True
3e025974.wav,Crackle,True
f5f1e2da.wav,Crackle,True
8e2e66c3.wav,Crackle,True
7b936b7c.wav,Crackle,True
0fa1fb73.wav,Purr,True
b3c65fe5.wav,Purr,True
e5f4faf9.wav,Purr,True
54767c9b.wav,Purr,True
524082ae.wav,Purr,True
93c1ca65.wav,Purr,True
7706468d.wav,Purr,True
73707598.wav,Purr,True
f6d5f94b.wav,Purr,True
d0879dad.wav,Purr,True
a220fcdf.wav,Purr,True
fdb57835.wav,Purr,True
376ea9e8.wav,Purr,True
fa6a6fd5.wav,Purr,True
5c984ea0.wav,Purr,True
c47bc63b.wav,Purr,True
0e6b2851.wav,Purr,True
c42c43eb.wav,Purr,True
feff166e.wav,Purr,True
ffd1c0e2.wav,Purr,True
2f524bd0.wav,Purr,True
e28086fd.wav,Purr,True
b9f8cf4a.wav,Purr,True
0a82a327.wav,Purr,True
18fbc77a.wav,Purr,True
2864fb08.wav,Purr,True
01676032.wav,Purr,True
a55cf37f.wav,Purr,True
d0879dad.wav,Purr,True
afe4579f.wav,Purr,True
7e436582.wav,Purr,True
a55cf37f.wav,Purr,True
90281230.wav,Purr,True
b5057a40.wav,Purr,True
2f524bd0.wav,Purr,True
4ae2d937.wav,Purr,True
9a3840d8.wav,Purr,True
b9f8cf4a.wav,Purr,True
524082ae.wav,Purr,True
68e62313.wav,Purr,True
dbb17427.wav,Purr,True
376ea9e8.wav,Purr,True
e3bfa2fa.wav,Purr,True
dd81aa62.wav,Purr,True
c45eb152.wav,Purr,True
2ea26c39.wav,Purr,True
6bab9782.wav,Purr,True
896f7e5a.wav,Purr,True
4910bb32.wav,Purr,True
2917d57e.wav,Purr,True
475982a1.wav,Crowd,True
258583c6.wav,Crowd,True
4c8a7103.wav,Crowd,True
952882bd.wav,Crowd,True
ef7fcd4a.wav,Crowd,True
a83ae269.wav,Crowd,True
a086fa3c.wav,Crowd,True
d98b91d1.wav,Crowd,True
e0083ccc.wav,Crowd,True
ef795249.wav,Crowd,True
95400403.wav,Crowd,True
209d1d36.wav,Crowd,True
052397e3.wav,Crowd,True
6748d9a6.wav,Crowd,True
53d688cd.wav,Crowd,True
44180131.wav,Crowd,True
09daeadf.wav,Crowd,True
b79ce9ee.wav,Crowd,True
8f883f04.wav,Crowd,True
cf8a41d0.wav,Crowd,True
eef8cd72.wav,Crowd,True
517039b7.wav,Crowd,True
fa66e465.wav,Crowd,True
e4a35819.wav,Crowd,True
d667a23d.wav,Crowd,True
837f7bb0.wav,Crowd,True
0d25c74d.wav,Crowd,True
0203a0ce.wav,Crowd,True
18180fbf.wav,Crowd,True
4e6ac86a.wav,Crowd,True
6748d9a6.wav,Crowd,True
791024fd.wav,Crowd,True
a56aa644.wav,Crowd,True
fa5b94de.wav,Crowd,True
cea92182.wav,Crowd,True
11677f11.wav,Crowd,True
73bf543b.wav,Crowd,True
4b23f853.wav,Crowd,True
f5c30414.wav,Crowd,True
89a9ae0d.wav,Crowd,True
c56b71a5.wav,Crowd,True
15f69ce2.wav,Crowd,True
6d0ff912.wav,Crowd,True
8f883f04.wav,Crowd,True
1042fe68.wav,Crowd,True
0d25c74d.wav,Crowd,True
b944b8fc.wav,Crowd,True
b0a369ce.wav,Crowd,True
14c73cde.wav,Crowd,True
d8c84717.wav,Crowd,True
e8b56b90.wav,Yell,True
294e4d43.wav,Yell,True
3ccececc.wav,Yell,True
9acb35f4.wav,Yell,True
7a985506.wav,Yell,True
272f28c3.wav,Yell,True
a092b9f7.wav,Yell,True
0b55ac2e.wav,Yell,True
0b55ac2e.wav,Yell,True
ca4bf32e.wav,Yell,True
0e602ba2.wav,Yell,True
31e266a9.wav,Yell,True
7f15170c.wav,Yell,True
ab4c666d.wav,Yell,True
4dc537af.wav,Yell,True
7efcef51.wav,Yell,True
3a2d2928.wav,Yell,True
48b4e4c5.wav,Yell,True
e25d62f6.wav,Yell,True
c2b8d336.wav,Yell,True
bb9077a3.wav,Yell,True
48f53e91.wav,Yell,True
5b89d62c.wav,Yell,True
eecfab74.wav,Yell,True
eb6c05bd.wav,Yell,True
7b1704e5.wav,Yell,True
7a985506.wav,Yell,True
7a985506.wav,Yell,True
2a6fee2b.wav,Yell,True
7dc5a4b7.wav,Yell,True
7c04b912.wav,Yell,True
68309d2b.wav,Yell,True
e25d62f6.wav,Yell,True
02528c44.wav,Yell,True
37962500.wav,Yell,True
a30f71a5.wav,Yell,True
9470892d.wav,Yell,True
58ad74e6.wav,Yell,True
a560f0b0.wav,Yell,True
8b074b1a.wav,Yell,True
3ccececc.wav,Yell,True
7a985506.wav,Yell,True
955ae917.wav,Yell,True
0e602ba2.wav,Yell,True
1e1b25d2.wav,Yell,True
8a845b8d.wav,Yell,True
f20cd8fb.wav,Yell,True
1e5f20ab.wav,Yell,True
ce8d0d07.wav,Yell,True
fcfcf2ac.wav,Yell,True
bdc7db27.wav,Female_singing,True
5979224d.wav,Female_singing,True
24e6ee94.wav,Female_singing,True
f3cdb1c4.wav,Female_singing,True
f85f2b3b.wav,Female_singing,True
737d5500.wav,Female_singing,True
4a4ce802.wav,Female_singing,True
2e4fffd4.wav,Female_singing,True
74e5b92c.wav,Female_singing,True
aa749900.wav,Female_singing,True
f3cdb1c4.wav,Female_singing,True
cd6201ab.wav,Female_singing,True
6aeefa4e.wav,Female_singing,True
bdc338d5.wav,Female_singing,True
fea11d41.wav,Female_singing,True
694742d5.wav,Female_singing,True
866cc0af.wav,Female_singing,True
dcec1363.wav,Female_singing,True
221260d9.wav,Female_singing,True
cab52cee.wav,Female_singing,True
827c0c9b.wav,Female_singing,True
839f6583.wav,Female_singing,True
7f09dcc9.wav,Female_singing,True
cab52cee.wav,Female_singing,True
a392162a.wav,Female_singing,True
168c4ca4.wav,Female_singing,True
d24b928b.wav,Female_singing,True
ab611958.wav,Female_singing,True
b83a9607.wav,Female_singing,True
ff2c63f6.wav,Female_singing,True
bb78c6bc.wav,Female_singing,True
8a57de0a.wav,Female_singing,True
8b7470c0.wav,Female_singing,True
dcec1363.wav,Female_singing,True
45a43ce1.wav,Female_singing,True
d7ef4395.wav,Female_singing,True
c6587a4f.wav,Female_singing,True
4cadc9ac.wav,Female_singing,True
ed090537.wav,Female_singing,True
839f6583.wav,Female_singing,True
d755de8c.wav,Female_singing,True
9baead1f.wav,Female_singing,True
59234ca4.wav,Female_singing,True
ab611958.wav,Female_singing,True
0035d771.wav,Female_singing,True
dc0cf44f.wav,Female_singing,True
0467babf.wav,Female_singing,True
4750035c.wav,Female_singing,True
b622b8bf.wav,Female_singing,True
45a43ce1.wav,Female_singing,True
312054c0.wav,Printer,True
b12b0d88.wav,Printer,True
288fa689.wav,Printer,True
894f1599.wav,Printer,True
47cbf5d5.wav,Printer,True
2ea0728f.wav,Printer,True
e8a750da.wav,Printer,True
b1048e5e.wav,Printer,True
9c873f3d.wav,Printer,True
ce72d7f0.wav,Printer,True
f290959d.wav,Printer,True
7ca1c6d2.wav,Printer,True
6b2b3f0d.wav,Printer,True
29761421.wav,Printer,True
101f411c.wav,Printer,True
10c78172.wav,Printer,True
5aac1a60.wav,Printer,True
1be2d1f6.wav,Printer,True
d5076c26.wav,Printer,True
c869005c.wav,Printer,True
60cc2de8.wav,Printer,True
1e2540f1.wav,Printer,True
10c78172.wav,Printer,True
0f01a0de.wav,Printer,True
a7b408f6.wav,Printer,True
4e1daa91.wav,Printer,True
2422c26b.wav,Printer,True
966e1d97.wav,Printer,True
8de0c7d6.wav,Printer,True
60cc2de8.wav,Printer,True
0419c834.wav,Printer,True
d805ffd8.wav,Printer,True
6aa669d2.wav,Printer,True
29cbc65f.wav,Printer,True
abef0577.wav,Printer,True
f77cf5e3.wav,Printer,True
943c4494.wav,Printer,True
f2ab7133.wav,Printer,True
5236cc2e.wav,Printer,True
75ca2c21.wav,Printer,True
14dfa0b3.wav,Printer,True
5aac1a60.wav,Printer,True
21ef2386.wav,Printer,True
966e1d97.wav,Printer,True
8ffa0a75.wav,Printer,True
525f666c.wav,Printer,True
2e4b26f4.wav,Printer,True
59ae2303.wav,Printer,True
1be2d1f6.wav,Printer,True
1a4e3393.wav,Printer,True
2883d291.wav,Finger_snapping,True
cb96e5eb.wav,Finger_snapping,True
f0f0c141.wav,Finger_snapping,True
7839de66.wav,Finger_snapping,True
6409cebe.wav,Finger_snapping,True
3fe7b6b3.wav,Finger_snapping,True
37878b03.wav,Finger_snapping,True
56c3ebbe.wav,Finger_snapping,True
0d60c07c.wav,Finger_snapping,True
df38f737.wav,Finger_snapping,True
331f8072.wav,Finger_snapping,True
7960789c.wav,Finger_snapping,True
bb2968c4.wav,Finger_snapping,True
0fc45604.wav,Finger_snapping,True
38b3d195.wav,Finger_snapping,True
1db05a09.wav,Finger_snapping,True
6a5a0ada.wav,Finger_snapping,True
df38f737.wav,Finger_snapping,True
53932396.wav,Finger_snapping,True
16227a7b.wav,Finger_snapping,True
f259a48c.wav,Finger_snapping,True
f43ef26e.wav,Finger_snapping,True
5200e037.wav,Finger_snapping,True
cd41aa34.wav,Finger_snapping,True
12950287.wav,Finger_snapping,True
d3f906c7.wav,Finger_snapping,True
38b3d195.wav,Finger_snapping,True
5d86f00a.wav,Finger_snapping,True
c8cac345.wav,Finger_snapping,True
6e64c263.wav,Finger_snapping,True
cdfc0a22.wav,Finger_snapping,True
b010928e.wav,Finger_snapping,True
e98d0ff5.wav,Finger_snapping,True
a2235869.wav,Finger_snapping,True
2883d291.wav,Finger_snapping,True
7969c0f2.wav,Finger_snapping,True
53932396.wav,Finger_snapping,True
0dbff6fe.wav,Finger_snapping,True
491dbf6d.wav,Finger_snapping,True
f259a48c.wav,Finger_snapping,True
491dbf6d.wav,Finger_snapping,True
e50d8022.wav,Finger_snapping,True
d092b7cb.wav,Finger_snapping,True
37878b03.wav,Finger_snapping,True
7aeaa111.wav,Finger_snapping,True
491dbf6d.wav,Finger_snapping,True
919f65d3.wav,Finger_snapping,True
cd41aa34.wav,Finger_snapping,True
b58e44a2.wav,Finger_snapping,True
16227a7b.wav,Finger_snapping,True
8eab9958.wav,Microwave_oven,True
224d79c8.wav,Microwave_oven,True
189aa969.wav,Microwave_oven,True
5f38bc8a.wav,Microwave_oven,True
cf93ab9c.wav,Microwave_oven,True
dfc3435c.wav,Microwave_oven,True
4d19abf3.wav,Microwave_oven,True
97772b62.wav,Microwave_oven,True
d17e59b1.wav,Microwave_oven,True
bd993e31.wav,Microwave_oven,True
a35afe03.wav,Microwave_oven,True
a768dcab.wav,Microwave_oven,True
9bfd5c5d.wav,Microwave_oven,True
656c1a1e.wav,Microwave_oven,True
aa72d560.wav,Microwave_oven,True
e04eca27.wav,Microwave_oven,True
88e69f2d.wav,Microwave_oven,True
0a51aa76.wav,Microwave_oven,True
4d1afa49.wav,Microwave_oven,True
1e171952.wav,Microwave_oven,True
2d690830.wav,Microwave_oven,True
687febb2.wav,Microwave_oven,True
0ad202a1.wav,Microwave_oven,True
659fbab8.wav,Microwave_oven,True
2d690830.wav,Microwave_oven,True
432fbc81.wav,Microwave_oven,True
72d415e7.wav,Microwave_oven,True
c386d840.wav,Microwave_oven,True
272800d0.wav,Microwave_oven,True
d1780f23.wav,Microwave_oven,True
33060678.wav,Microwave_oven,True
ef5d86ac.wav,Microwave_oven,True
687febb2.wav,Microwave_oven,True
b3c30868.wav,Microwave_oven,True
af877d5a.wav,Microwave_oven,True
d960e60c.wav,Microwave_oven,True
33060678.wav,Microwave_oven,True
5b31ea2e.wav,Microwave_oven,True
7b4c626f.wav,Microwave_oven,True
0c28675b.wav,Microwave_oven,True
88e154a8.wav,Microwave_oven,True
0f372506.wav,Microwave_oven,True
af877d5a.wav,Microwave_oven,True
b3c30868.wav,Microwave_oven,True
1a328d46.wav,Microwave_oven,True
4d1afa49.wav,Microwave_oven,True
ad6776b3.wav,Microwave_oven,True
898d3da6.wav,Microwave_oven,True
2c2feb21.wav,Microwave_oven,True
807e1917.wav,Microwave_oven,True
a069bfd4.wav,Hi-hat,True
07862bb7.wav,Hi-hat,True
cefb846b.wav,Hi-hat,True
0bec5746.wav,Hi-hat,True
292271e8.wav,Hi-hat,True
2755f8b8.wav,Hi-hat,True
f38ce513.wav,Hi-hat,True
66fad940.wav,Hi-hat,True
167af116.wav,Hi-hat,True
a677be27.wav,Hi-hat,True
dc3e274f.wav,Hi-hat,True
167af116.wav,Hi-hat,True
dafb7523.wav,Hi-hat,True
bd4b103f.wav,Hi-hat,True
6a5927be.wav,Hi-hat,True
07c14838.wav,Hi-hat,True
ff5009e7.wav,Hi-hat,True
549de314.wav,Hi-hat,True
e35ba42e.wav,Hi-hat,True
fde8bfc7.wav,Hi-hat,True
397af8ed.wav,Hi-hat,True
b215d8e8.wav,Hi-hat,True
ae195d80.wav,Hi-hat,True
1e1e6232.wav,Hi-hat,True
167af116.wav,Hi-hat,True
fd305587.wav,Hi-hat,True
e35ba42e.wav,Hi-hat,True
3a1f58fa.wav,Hi-hat,True
18e22f3d.wav,Hi-hat,True
fc8dc7db.wav,Hi-hat,True
b9a58f82.wav,Hi-hat,True
dff732a9.wav,Hi-hat,True
6a312875.wav,Hi-hat,True
a677be27.wav,Hi-hat,True
85b1aeb6.wav,Hi-hat,True
c36fa597.wav,Hi-hat,True
